 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,322885,24,31,1652,57744,1009,0,68.83333333,227.2265039,4344,0,1862.709677,1062.957798,183954.0394,170.3392849,5979.351852,16408.64641,81472,14,322736,14032.0,23219.99183,81472,230,299248,9974.933333,26873.47927,105424,189,0,0,0,0,776,1000,74.32986977,96.00941512,0,4344,1060.642857,1204.234867,1450181.616,0,0,0,1,0,0,0,0,1,1079.927273,68.83333333,1862.709677,776,0,0,0,0,0,0,24,1652,31,57744,29200,63,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,47605,5,3,86,7,86,0,17.2,38.46036921,7,0,2.333333333,4.041451884,1953.576305,168.0495746,6800.714286,11420.46052,23519,0,47605,11901.25,13422.65404,23529,5,24092,12046.0,17028.5455,24087,5,0,0,0,0,172,104,105.0309841,63.01859048,0,86,10.33333333,28.46928169,810.5,0,0,0,1,0,0,0,0,0,11.625,17.2,2.333333333,172,0,0,0,0,0,0,5,86,3,7,65535,57,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,182,2,2,90,312,45,45,45.0,0.0,156,156,156.0,0.0,2208791.209,21978.02198,60.66666667,99.88159657,176,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,10989.01099,10989.01099,45,156,89.4,60.79720388,3696.3,0,0,0,0,0,0,0,0,1,111.75,45.0,156.0,64,0,0,0,0,0,0,2,90,2,312,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5543929,8,7,382,3119,201,0,47.75,74.77728838,1596,0,445.5714286,740.6316802,631.5015939,2.705662356,395994.9286,1436636.192,5387156,1,5543929,791989.8571,2026330.553,5387173,1,122247,20374.5,30491.84722,66632,3,0,0,0,0,172,148,1.443019923,1.262642433,0,1596,218.8125,514.6046014,264817.8958,0,0,0,1,0,0,0,0,0,233.4,47.75,445.5714286,172,0,0,0,0,0,0,8,382,7,3119,8192,4707,7,20,156772.0,0.0,156772,156772,5387156.0,0.0,5387156,5387156,BENIGN
53,252,2,2,76,356,38,38,38.0,0.0,178,178,178.0,0.0,1714285.714,15873.01587,84.0,143.760217,250,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,7936.507937,7936.507937,38,178,94.0,76.68115805,5880.0,0,0,0,0,0,0,0,0,1,117.5,38.0,178.0,64,0,0,0,0,0,0,2,76,2,356,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,42171,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,284.5557374,47.42595623,42171.0,0.0,42171,42171,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,23.71297811,23.71297811,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,16314,69,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48048,1,1,99,181,99,99,99.0,0.0,181,181,181.0,0.0,5827.505828,41.62504163,48048.0,0.0,48048,48048,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,20.81252081,20.81252081,99,181,126.3333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,189.5,99.0,181.0,32,0,0,0,0,0,0,1,99,1,181,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
59748,4,2,0,280,0,274,6,140.0,189.5046174,0,0,0.0,0.0,70000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,40,0,500000.0,0.0,6,274,184.6666667,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,277.0,140.0,0.0,40,0,0,0,0,0,0,2,280,0,0,60,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,60688230,15,15,1035,5649,649,0,69.0,169.8095572,1460,0,376.6,590.5202065,110.1366772,0.49432979,2092697.586,4110496.887,10000000,16,60700000,4334873.571,5123004.652,10000000,1491,60600000,4331879.357,5131812.483,10000000,56,0,0,0,0,312,384,0.247164895,0.247164895,0,1460,215.6129032,448.8267429,201445.4452,0,0,0,1,0,0,0,0,1,222.8,69.0,376.6,312,0,0,0,0,0,0,15,1035,15,5649,8192,115,14,20,64180.33333,55668.54677,177813,41289,10000000.0,4658.715935,10000000,9992838,BENIGN
56572,225,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,53333.33333,8888.888889,225.0,0.0,225,225,225,225.0,0.0,225,225,0,0.0,0.0,0,0,0,0,0,0,40,0,8888.888889,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,124,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
37356,110793110,7,17,0,3542,0,0,0.0,0.0,322,0,208.3529412,158.6146829,31.96949702,0.216619969,4817091.739,12300000.0,55400000,6,31600000,5268282.0,6064724.814,16100000,46,111000000,6923693.438,14400000.0,55400000,6,0,0,0,0,280,544,0.063180824,0.153439144,0,322,141.68,163.1325432,26612.22667,0,0,0,1,0,0,0,0,2,147.5833333,0.0,208.3529412,280,0,0,0,0,0,0,7,0,17,3542,29200,229,0,40,4271648.0,2850314.175,7290312,1626516,24500000.0,21800000.0,55400000,6575723,BENIGN
53,291277,2,2,72,230,36,36,36.0,0.0,115,115,115.0,0.0,1036.813755,13.73263251,97092.33333,168122.9567,291224,3,50,50.0,0.0,50,50,3,3.0,0.0,3,3,0,0,0,0,64,64,6.866316256,6.866316256,36,115,67.6,43.27008204,1872.3,0,0,0,0,0,0,0,0,1,84.5,36.0,115.0,64,0,0,0,0,0,0,2,72,2,230,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47077,1,1,41,57,41,41,41.0,0.0,57,57,57.0,0.0,2081.695945,42.48359071,47077.0,0.0,47077,47077,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,21.24179536,21.24179536,41,57,46.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,69.5,41.0,57.0,32,0,0,0,0,0,0,1,41,1,57,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,41,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,292682.9268,48780.4878,41.0,0.0,41,41,41,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0,0,0,40,0,48780.4878,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,16425,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,116321354,16,14,541,485,457,0,33.8125,112.8599242,479,0,34.64285714,127.9047766,8.820392514,0.257906214,4011081.172,4833457.601,9969654,58,116000000,7754756.933,4071314.302,10300000,30983,111000000,8514862.615,3698465.855,10300000,2633,0,0,0,0,332,424,0.137549981,0.120356233,0,479,33.09677419,116.1712399,13495.75699,0,0,0,1,0,0,0,0,0,34.2,33.8125,34.64285714,332,0,0,0,0,0,0,16,541,14,485,8192,119,15,20,112837.7273,187860.4185,586462,30952,9950166.273,51298.94321,9969654,9800577,BENIGN
58005,12305,2,1,280,6,274,6,140.0,189.5046174,6,6,6.0,0.0,23242.58432,243.803332,6152.5,8534.071742,12187,118,12305,12305.0,0.0,12305,12305,0,0.0,0.0,0,0,1,0,0,0,40,20,162.5355547,81.26777733,6,274,140.0,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,186.6666667,140.0,6.0,40,0,0,0,0,0,0,2,280,1,6,60,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
