 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,197372,18,12,1731,11420,1253,0,96.16666667,296.2781384,2836,0,951.6666667,865.6868354,66630.5251,151.9972438,6805.931034,16844.9434,70616,1,197372,11610.11765,20986.50887,70699,1,159105,14464.09091,25638.75854,71874,1,0,0,0,0,588,392,91.19834627,60.79889751,0,2836,424.2258065,711.6021224,506377.5806,0,0,0,1,0,0,0,0,0,438.3666667,96.16666667,951.6666667,588,0,0,0,0,0,0,18,1731,12,11420,65535,362,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4612044,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,36.64318901,1.300941622,922408.8,2024543.425,4543893,15,4612044,1153011.0,2260646.097,4543893,15,0,0.0,0.0,0,0,1,0,0,0,160,32,1.084118018,0.216823604,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,160,0,0,0,0,0,0,5,123,1,46,354,370,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,363422,1,1,38,38,38,38,38.0,0.0,38,38,38.0,0.0,209.1232782,5.503244162,363422.0,0.0,363422,363422,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,2.751622081,2.751622081,38,38,38.0,0.0,0.0,0,0,0,0,0,0,0,0,1,57.0,38.0,38.0,32,0,0,0,0,0,0,1,38,1,38,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57779,1814,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,23704.5204,1653.803749,907.0,1277.034847,1810,4,1814,907.0,1277.034847,1810,4,0,0.0,0.0,0,0,0,0,0,0,60,0,1653.803749,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0.0,60,0,0,0,0,0,0,3,43,0,0,1137,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
58542,4679,2,1,43,6,37,6,21.5,21.92031022,6,6,6.0,0.0,10472.32315,641.1626416,2339.5,3210.971893,4610,69,4679,4679.0,0.0,4679,4679,0,0.0,0.0,0,0,0,0,0,0,40,20,427.4417611,213.7208805,6,37,21.5,17.89785834,320.3333333,0,0,0,0,1,1,0,0,0,28.66666667,21.5,6.0,40,0,0,0,0,0,0,2,43,1,6,40958,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,154204,2,2,66,172,33,33,33.0,0.0,86,86,86.0,0.0,1543.410028,25.93966434,51401.33333,88953.51967,154116,4,4,4.0,0.0,4,4,84,84.0,0.0,84,84,0,0,0,0,64,64,12.96983217,12.96983217,33,86,54.2,29.02929555,842.7,0,0,0,0,0,0,0,0,1,67.75,33.0,86.0,64,0,0,0,0,0,0,2,66,2,172,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,201,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,875621.8905,19900.49751,67.0,31.19294792,103,48,50,50.0,0.0,50,50,48,48.0,0.0,48,48,0,0,0,0,64,64,9950.248756,9950.248756,36,52,42.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,53.0,36.0,52.0,64,0,0,0,0,0,0,2,72,2,104,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,249,2,2,72,350,36,36,36.0,0.0,175,175,175.0,0.0,1694779.116,16064.25703,83.0,142.0281662,247,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,40,40,8032.128514,8032.128514,36,175,91.6,76.13343549,5796.3,0,0,0,0,0,0,0,0,1,114.5,36.0,175.0,40,0,0,0,0,0,0,2,72,2,350,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,2339854,4,4,136,360,36,32,34.0,2.309401077,128,52,90.0,43.87862046,211.979038,3.419016742,334264.8571,884192.9564,2339426,3,2339619,779873.0,1350774.463,2339613,3,2339715,779905.0,1350749.349,2339616,48,0,0,0,0,80,80,1.709508371,1.709508371,32,128,58.66666667,40.09987531,1608.0,0,0,0,0,0,0,0,0,1,66.0,34.0,90.0,80,0,0,0,0,0,0,4,136,4,360,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52037,35,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,342857.1429,57142.85714,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,28571.42857,28571.42857,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,343,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,49130,1,1,54,70,54,54,54.0,0.0,70,70,70.0,0.0,2523.916141,40.70832485,49130.0,0.0,49130,49130,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,44,20,20.35416243,20.35416243,54,70,59.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,89.0,54.0,70.0,44,0,0,0,0,0,0,1,54,1,70,-1,-1,0,44,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,266032,1,1,53,107,53,53,53.0,0.0,107,107,107.0,0.0,601.4314067,7.517892584,266032.0,0.0,266032,266032,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,3.758946292,3.758946292,53,107,71.0,31.17691454,972.0,0,0,0,0,0,0,0,0,1,106.5,53.0,107.0,20,0,0,0,0,0,0,1,53,1,107,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,303,2,2,64,334,32,32,32.0,0.0,167,167,167.0,0.0,1313531.353,13201.32013,101.0,173.2050808,301,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,40,40,6600.660066,6600.660066,32,167,86.0,73.94254526,5467.5,0,0,0,0,0,0,0,0,1,107.5,32.0,167.0,40,0,0,0,0,0,0,2,64,2,334,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,727010,9,10,703,3950,267,0,78.11111111,103.3022803,1448,0,395.0,587.483144,6400.187068,26.13444107,40389.44444,51431.70399,130854,1,627726,78465.75,75861.14418,226109,277,631978,70219.77778,73326.40385,200517,67,0,0,0,0,296,328,12.37947208,13.75496898,0,1448,232.65,442.7331708,196012.6605,0,0,0,1,0,0,0,0,1,244.8947368,78.11111111,395.0,296,0,0,0,0,0,0,9,703,10,3950,29200,252,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,61415748,15,15,1621,5747,1226,0,108.0666667,314.5723779,1460,0,383.1333333,601.6712281,119.96923,0.488474064,2117784.414,4097168.198,10000000,35,61400000,4386839.143,5111299.659,10100000,171,61300000,4380242.857,5130392.411,10100000,92,0,0,0,0,312,384,0.244237032,0.244237032,0,1460,237.6774194,485.7754205,235977.7591,0,0,0,1,0,0,0,0,1,245.6,108.0666667,383.1333333,312,0,0,0,0,0,0,15,1621,15,5747,8192,73,14,20,169711.8333,197861.8122,573541,87187,9998891.5,4743.191278,10000000,9993128,BENIGN
53,30546,2,2,68,380,34,34,34.0,0.0,190,190,190.0,0.0,14666.40477,130.9500426,10182.0,17629.67915,30539,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,65.47502128,65.47502128,34,190,96.4,85.44471897,7300.8,0,0,0,0,0,0,0,0,1,120.5,34.0,190.0,40,0,0,0,0,0,0,2,68,2,380,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,525,1,1,43,127,43,43,43.0,0.0,127,127,127.0,0.0,323809.5238,3809.52381,525.0,0.0,525,525,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1904.761905,1904.761905,43,127,71.0,48.49742261,2352.0,0,0,0,0,0,0,0,0,1,106.5,43.0,127.0,20,0,0,0,0,0,0,1,43,1,127,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54172,100018487,6,5,11595,331,5792,0,1932.5,2365.476337,319,0,66.2,141.3513353,119.2379565,0.109979668,10000000.0,31600000.0,99900000,12,100000000,20000000.0,44700000.0,99900000,51,99900000,25000000.0,49900000.0,99900000,1045,0,0,0,0,200,144,0.05998891,0.049990758,0,5792,993.8333333,1874.084156,3512191.424,0,0,0,0,1,0,0,0,0,1084.181818,1932.5,66.2,200,0,0,0,0,0,0,6,11595,5,331,235,229,3,32,9805.0,0.0,9805,9805,99900000.0,0.0,99900000,99900000,BENIGN
53,62182,1,1,45,136,45,45,45.0,0.0,136,136,136.0,0.0,2910.810202,32.16364864,62182.0,0.0,62182,62182,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,16.08182432,16.08182432,45,136,75.33333333,52.5388745,2760.333333,0,0,0,0,0,0,0,0,1,113.0,45.0,136.0,32,0,0,0,0,0,0,1,45,1,136,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,198,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1393939.394,20202.0202,66.0,30.31501278,101,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,64,64,10101.0101,10101.0101,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48650,4,2,124,154,31,31,31.0,0.0,77,77,77.0,0.0,5714.285714,123.3299075,9730.0,18850.38254,43185,3,43191,14397.0,24931.13932,43185,3,3,3.0,0.0,3,3,0,0,0,0,104,40,82.21993834,41.10996917,31,77,44.14285714,22.44570168,503.8095238,0,0,0,0,0,0,0,0,0,51.5,31.0,77.0,104,0,0,0,0,0,0,4,124,2,154,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4215,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,474.4958482,4215.0,0.0,4215,4215,4215,4215.0,0.0,4215,4215,0,0.0,0.0,0,0,0,0,0,0,64,0,474.4958482,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,266,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115858430,20,22,376,16333,268,0,18.8,58.67089299,2860,0,742.4090909,990.7091572,144.2191129,0.362511386,2825815.366,4476049.63,10000000,30,116000000,6097812.105,4887980.254,10000000,220,111000000,5262236.238,5133839.965,10000000,48,0,0,0,0,412,584,0.172624469,0.189886916,0,2860,388.5813953,791.5781474,626595.9635,0,0,0,1,0,0,0,0,1,397.8333333,18.8,742.4090909,412,0,0,0,0,0,0,20,376,22,16333,8192,343,19,20,43685.54545,22872.75228,112649,36683,10000000.0,5387.538544,10000000,9991843,BENIGN
53,169,2,2,134,230,67,67,67.0,0.0,115,115,115.0,0.0,2153846.154,23668.63905,56.33333333,92.37604307,163,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11834.31953,11834.31953,67,115,86.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,107.75,67.0,115.0,64,0,0,0,0,0,0,2,134,2,230,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,109942,2,2,58,90,29,29,29.0,0.0,45,45,45.0,0.0,1346.164341,36.38282003,36647.33333,63469.84714,109936,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,18.19141002,18.19141002,29,45,35.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,44.25,29.0,45.0,64,0,0,0,0,0,0,2,58,2,90,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53307,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,173,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1595375.723,23121.38728,57.66666667,94.68544415,167,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,11560.69364,11560.69364,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,40,0,0,0,0,0,0,2,88,2,188,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,60740,1,1,40,111,40,40,40.0,0.0,111,111,111.0,0.0,2486.005927,32.92723082,60740.0,0.0,60740,60740,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.46361541,16.46361541,40,111,63.66666667,40.99186911,1680.333333,0,0,0,0,0,0,0,0,1,95.5,40.0,111.0,20,0,0,0,0,0,0,1,40,1,111,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,364,4,0,64,0,46,6,16.0,20.0,0,0,0.0,0.0,175824.1758,10989.01099,121.3333333,70.00952316,192,52,364,121.3333333,70.00952316,192,52,0,0.0,0.0,0,0,0,0,0,0,80,0,10989.01099,0.0,6,46,14.0,17.88854382,320.0,0,0,0,0,1,0,0,0,0,17.5,16.0,0.0,80,0,0,0,0,0,0,4,64,0,0,2137,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30544,1,1,58,282,58,58,58.0,0.0,282,282,282.0,0.0,11131.48245,65.47930854,30544.0,0.0,30544,30544,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.73965427,32.73965427,58,282,132.6666667,129.3264603,16725.33333,0,0,0,0,0,0,0,0,1,199.0,58.0,282.0,32,0,0,0,0,0,0,1,58,1,282,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31015,1,1,53,106,53,53,53.0,0.0,106,106,106.0,0.0,5126.551669,64.48492665,31015.0,0.0,31015,31015,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.24246332,32.24246332,53,106,70.66666667,30.59956427,936.3333333,0,0,0,0,0,0,0,0,1,106.0,53.0,106.0,32,0,0,0,0,0,0,1,53,1,106,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55349,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,340,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,26667,1,1,56,72,56,56,56.0,0.0,72,72,72.0,0.0,4799.940001,74.99906251,26667.0,0.0,26667,26667,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,37.49953126,37.49953126,56,72,61.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,92.0,56.0,72.0,32,0,0,0,0,0,0,1,56,1,72,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,26404,1,1,47,63,47,47,47.0,0.0,63,63,63.0,0.0,4166.035449,75.74609908,26404.0,0.0,26404,26404,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,37.87304954,37.87304954,47,63,52.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,78.5,47.0,63.0,20,0,0,0,0,0,0,1,47,1,63,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21121,19044,3,1,50,6,38,6,16.66666667,18.47520861,6,6,6.0,0.0,2940.558706,210.0399076,6348.0,10777.10239,18792,48,19044,9522.0,13177.64197,18840,204,0,0.0,0.0,0,0,0,0,0,0,60,20,157.5299307,52.5099769,6,38,12.4,14.31083506,204.8,0,0,0,0,1,0,0,0,0,15.5,16.66666667,6.0,60,0,0,0,0,0,0,3,50,1,6,351,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,63281375,7,2,187,92,46,6,26.71428571,20.0890873,46,46,46.0,0.0,4.40888018,0.142221941,7910171.875,20300000.0,58000000,3,63300000,10500000.0,23300000.0,58000000,3,58000000,58000000.0,0.0,58000000,58000000,1,0,0,0,140,40,0.110617065,0.031604876,6,46,32.5,18.86354509,355.8333333,0,1,0,0,1,0,0,0,0,36.11111111,26.71428571,46.0,140,0,0,0,0,0,0,7,187,2,92,257,393,6,20,93492.0,77.78174593,93547,93437,31500000.0,37300000.0,58000000,5140843,BENIGN
53,817605,2,2,66,224,33,33,33.0,0.0,112,112,112.0,0.0,354.6945041,4.892337987,272535.0,472002.0322,817556,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,80,40,2.446168994,2.446168994,33,112,64.6,43.27008204,1872.3,0,0,0,0,0,0,0,0,1,80.75,33.0,112.0,80,0,0,0,0,0,0,2,66,2,224,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57724,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,30016,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48284,1,1,71,153,71,71,71.0,0.0,153,153,153.0,0.0,4639.21796,41.42158893,48284.0,0.0,48284,48284,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,20.71079447,20.71079447,71,153,98.33333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,147.5,71.0,153.0,32,0,0,0,0,0,0,1,71,1,153,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,177,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,903954.8023,22598.87006,59.0,96.13012015,170,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,11299.43503,11299.43503,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,366787,1,1,43,410,43,43,43.0,0.0,410,410,410.0,0.0,1235.049225,5.452755959,366787.0,0.0,366787,366787,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,2.72637798,2.72637798,43,410,165.3333333,211.8875488,44896.33333,0,0,0,0,0,0,0,0,1,248.0,43.0,410.0,20,0,0,0,0,0,0,1,43,1,410,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,49235,1,1,44,72,44,44,44.0,0.0,72,72,72.0,0.0,2356.047527,40.62150909,49235.0,0.0,49235,49235,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,20.31075454,20.31075454,44,72,53.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,80.0,44.0,72.0,20,0,0,0,0,0,0,1,44,1,72,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
