 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,228759,1,1,41,154,41,41,41.0,0.0,154,154,154.0,0.0,852.4254783,8.742825419,228759.0,0.0,228759,228759,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,4.371412709,4.371412709,41,154,78.66666667,65.24058042,4256.333333,0,0,0,0,0,0,0,0,1,118.0,41.0,154.0,20,0,0,0,0,0,0,1,41,1,154,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,234,2,2,94,206,47,47,47.0,0.0,103,103,103.0,0.0,1282051.282,17094.01709,78.0,92.71461589,182,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,80,80,8547.008547,8547.008547,47,103,69.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,86.75,47.0,103.0,80,0,0,0,0,0,0,2,94,2,206,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
18686,50,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,240000.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20000.0,20000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,113,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,143,2,2,78,110,39,39,39.0,0.0,55,55,55.0,0.0,1314685.315,27972.02797,47.66666667,77.36493607,137,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,13986.01399,13986.01399,39,55,45.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,56.75,39.0,55.0,40,0,0,0,0,0,0,2,78,2,110,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30798,2,2,66,98,33,33,33.0,0.0,49,49,49.0,0.0,5325.021105,129.8785635,10266.0,17776.03744,30792,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,64.93928177,64.93928177,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33.0,49.0,64,0,0,0,0,0,0,2,66,2,98,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,164,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1195121.951,24390.2439,54.66666667,89.48929172,158,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,12195.12195,12195.12195,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,4223917,4,4,136,456,39,29,34.0,5.773502692,138,90,114.0,27.71281292,140.1542691,1.89397661,603416.7143,1596354.749,4223609,3,4223782,1407927.333,2438595.613,4223775,3,4223751,1407917.0,2438578.581,4223745,3,0,0,0,0,104,104,0.946988305,0.946988305,29,138,69.0,46.10314523,2125.5,0,0,0,0,0,0,0,0,1,77.625,34.0,114.0,104,0,0,0,0,0,0,4,136,4,456,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30992,2,2,62,260,31,31,31.0,0.0,130,130,130.0,0.0,10389.77801,129.0655653,10330.66667,17887.17737,30985,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,80,64,64.53278265,64.53278265,31,130,70.6,54.22453319,2940.3,0,0,0,0,0,0,0,0,1,88.25,31.0,130.0,80,0,0,0,0,0,0,2,62,2,260,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,143,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1342657.343,27972.02797,47.66666667,76.50054466,136,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,13986.01399,13986.01399,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55165,48,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,250000.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20833.33333,20833.33333,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,1030,16213,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,100769,2,2,66,164,33,33,33.0,0.0,82,82,82.0,0.0,2282.447975,39.69474739,33589.66667,58175.54518,100765,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,19.8473737,19.8473737,33,82,52.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,65.75,33.0,82.0,64,0,0,0,0,0,0,2,66,2,164,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50930,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,357,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,598338,7,7,376,3788,201,0,53.71428571,78.68653906,1460,0,541.1428571,661.7178222,6959.277198,23.3981462,46026.0,40095.34928,104171,28,513537,85589.5,31404.88229,128870,42855,513683,85613.83333,91234.07729,189606,54,0,0,0,0,152,152,11.6990731,11.6990731,0,1460,277.6,505.5754571,255606.5429,0,0,0,1,0,0,0,0,1,297.4285714,53.71428571,541.1428571,152,0,0,0,0,0,0,7,376,7,3788,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3189679,5,2,135,52,46,6,27.0,20.1246118,46,6,26.0,28.28427125,58.62658907,2.194578201,531613.1667,1265958.256,3115422,17,3189679,797419.75,1545537.491,3115422,17,3168457,3168457.0,0.0,3168457,3168457,1,0,0,0,100,40,1.567555858,0.627022343,6,46,29.125,19.80935926,392.4107143,0,1,0,0,1,0,0,0,0,33.28571429,27.0,26.0,100,0,0,0,0,0,0,5,135,2,52,388,32,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,258,2,2,76,300,38,38,38.0,0.0,150,150,150.0,0.0,1457364.341,15503.87597,86.0,142.0281662,250,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,7751.937984,7751.937984,38,150,82.8,61.34492644,3763.2,0,0,0,0,0,0,0,0,1,103.5,38.0,150.0,40,0,0,0,0,0,0,2,76,2,300,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3640273,7,8,547,3423,342,0,78.14285714,134.9671918,1460,0,427.875,549.5170445,1090.577547,4.120570078,260019.5,711506.2997,2710247,1,930021,155003.5,134844.7777,377810,4353,3549383,507054.7143,982295.805,2710287,1,0,0,0,0,164,172,1.922932703,2.197637375,0,1460,248.125,427.8148938,183025.5833,0,0,0,1,0,0,0,0,1,264.6666667,78.14285714,427.875,164,0,0,0,0,0,0,7,547,8,3423,8192,17,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47980,1,1,52,113,52,52,52.0,0.0,113,113,113.0,0.0,3438.932889,41.68403501,47980.0,0.0,47980,47980,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,20.84201751,20.84201751,52,113,72.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,108.5,52.0,113.0,32,0,0,0,0,0,0,1,52,1,113,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
6350,2,2,0,617,0,617,0,308.5,436.284884,0,0,0.0,0.0,309000000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,1,0,0,0,64,0,1000000.0,0.0,0,617,411.3333333,356.2251161,126896.3333,0,1,0,0,1,0,0,0,0,617.0,308.5,0.0,64,0,0,0,0,0,0,2,617,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,151,2,2,100,156,50,50,50.0,0.0,78,78,78.0,0.0,1695364.238,26490.06623,50.33333333,81.11925378,144,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,13245.03311,13245.03311,50,78,61.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,76.5,50.0,78.0,40,0,0,0,0,0,0,2,100,2,156,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,93315724,12,12,434,1774,434,0,36.16666667,125.2850084,1774,0,147.8333333,512.1096888,23.66160713,0.257191382,4057205.391,4937564.468,10200000,42,83800000,7618957.727,4782448.535,10500000,42,93100000,8459167.091,4133245.911,10500000,1448,0,0,0,0,392,392,0.128595691,0.128595691,0,1774,88.32,361.7331798,130850.8933,0,0,0,1,0,0,0,0,1,92.0,36.16666667,147.8333333,392,0,0,0,0,0,0,12,434,12,1774,29200,939,1,32,297936.5,94295.17009,531305,264429,10200000.0,99088.66334,10200000,10000000,BENIGN
53,178,2,2,102,224,51,51,51.0,0.0,112,112,112.0,0.0,1831460.674,22471.91011,59.33333333,96.70746266,171,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,11235.95506,11235.95506,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51.0,112.0,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52908,227,2,1,37,6,31,6,18.5,17.67766953,6,6,6.0,0.0,189427.3128,13215.85903,113.5,0.707106781,114,113,227,227.0,0.0,227,227,0,0.0,0.0,0,0,1,0,0,0,40,20,8810.572687,4405.286344,6,31,18.5,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,24.66666667,18.5,6.0,40,0,0,0,0,0,0,2,37,1,6,946,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,6703923,9,10,1584,1326,530,0,176.0,246.3721778,564,0,132.6,231.0061086,434.074198,2.834161431,372440.1667,1150296.247,4956278,3,1747642,218455.25,131042.5995,459822,85321,6618650,735405.5556,1611408.098,4999331,3,0,0,0,0,192,212,1.34249752,1.491663911,0,564,145.5,229.0799677,52477.63158,0,0,0,1,0,0,0,0,1,153.1578947,176.0,132.6,192,0,0,0,0,0,0,9,1584,10,1326,8192,64,8,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31790,2,2,82,240,41,41,41.0,0.0,120,120,120.0,0.0,10128.97137,125.8257314,10596.66667,18349.63499,31785,1,4,4.0,0.0,4,4,1,1.0,0.0,1,1,0,0,0,0,64,64,62.91286568,62.91286568,41,120,72.6,43.27008204,1872.3,0,0,0,0,0,0,0,0,1,90.75,41.0,120.0,64,0,0,0,0,0,0,2,82,2,240,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,132,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,90909.09091,15151.51515,132.0,0.0,132,132,132,132.0,0.0,132,132,0,0.0,0.0,0,0,0,0,0,0,40,0,15151.51515,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,16411,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,63519,2,2,76,264,38,38,38.0,0.0,132,132,132.0,0.0,5352.729105,62.97328358,21173.0,36667.5156,63513,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,31.48664179,31.48664179,38,132,75.6,51.48592041,2650.8,0,0,0,0,0,0,0,0,1,94.5,38.0,132.0,64,0,0,0,0,0,0,2,76,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30311,1,1,53,128,53,53,53.0,0.0,128,128,128.0,0.0,5971.429514,65.98264656,30311.0,0.0,30311,30311,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.99132328,32.99132328,53,128,78.0,43.30127019,1875.0,0,0,0,0,0,0,0,0,1,117.0,53.0,128.0,32,0,0,0,0,0,0,1,53,1,128,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,178370,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,21774.96216,67.2758872,16215.45455,34085.28231,85119,31,178370,29728.33333,44006.39499,87775,136,88143,22035.75,42300.20007,85465,48,0,0,0,0,152,112,39.24426753,28.03161967,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,184,2,2,60,188,30,30,30.0,0.0,94,94,94.0,0.0,1347826.087,21739.13043,61.33333333,101.9035492,179,2,2,2.0,0.0,2,2,3,3.0,0.0,3,3,0,0,0,0,64,64,10869.56522,10869.56522,30,94,55.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,69.5,30.0,94.0,64,0,0,0,0,0,0,2,60,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,1530800,1,1,52,150,52,52,52.0,0.0,150,150,150.0,0.0,131.9571466,1.306506402,1530800.0,0.0,1530800,1530800,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,0.653253201,0.653253201,52,150,84.66666667,56.58032638,3201.333333,0,0,0,0,0,0,0,0,1,127.0,52.0,150.0,20,0,0,0,0,0,0,1,52,1,150,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54371,4,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,9250000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,40,0,500000.0,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,946,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,196963,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,19719.43969,60.92514838,17905.72727,33999.96966,85875,47,196963,32827.16667,43373.67706,89999,249,90225,22556.25,42182.39582,85765,54,0,0,0,0,152,112,35.53966989,25.38547849,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23808,2,2,68,138,34,34,34.0,0.0,69,69,69.0,0.0,8652.553763,168.0107527,7936.0,13742.09114,23804,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,84.00537634,84.00537634,34,69,48.0,19.17028951,367.5,0,0,0,0,0,0,0,0,1,60.0,34.0,69.0,64,0,0,0,0,0,0,2,68,2,138,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,157,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,1121019.108,25477.70701,52.33333333,50.083264,104,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,40,40,12738.8535,12738.8535,36,52,42.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,53.0,36.0,52.0,40,0,0,0,0,0,0,2,72,2,104,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,183696,2,2,74,262,37,37,37.0,0.0,131,131,131.0,0.0,1829.108963,21.7751067,61232.0,106050.8729,183689,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,64,10.88755335,10.88755335,37,131,74.6,51.48592041,2650.8,0,0,0,0,0,0,0,0,1,93.25,37.0,131.0,40,0,0,0,0,0,0,2,74,2,262,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,50,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,60000.0,25.0,33.9411255,49,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,32,64,20000.0,40000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,229,227,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
38046,93,2,1,31,6,31,0,15.5,21.92031022,6,6,6.0,0.0,397849.4624,32258.06452,46.5,61.51828996,90,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,20,21505.37634,10752.68817,0,31,17.0,16.35033129,267.3333333,0,1,0,0,1,0,0,0,0,22.66666667,15.5,6.0,64,0,0,0,0,0,0,2,31,1,6,1753,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,62676201,14,13,1700,4499,686,0,121.4285714,245.5363718,2044,2,346.0769231,669.2908513,98.90516498,0.430785523,2410623.115,4249324.856,10000000,48,62700000,4821246.231,5037055.497,10000000,227,62600000,5219345.167,5044444.972,10000000,218,0,0,0,0,292,264,0.223370271,0.207415252,0,2044,221.3928571,492.543011,242598.6177,0,0,0,1,0,0,0,0,0,229.5925926,121.4285714,346.0769231,292,0,0,0,0,0,0,14,1700,13,4499,8192,32928,13,20,476178.6667,1066385.039,2652928,40726,9969311.667,77867.21291,10000000,9810592,BENIGN
53,92519,2,2,62,238,31,31,31.0,0.0,119,119,119.0,0.0,3242.5772,43.23436267,30839.66667,53409.80738,92512,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,21.61718134,21.61718134,31,119,66.2,48.19958506,2323.2,0,0,0,0,0,0,0,0,1,82.75,31.0,119.0,64,0,0,0,0,0,0,2,62,2,238,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,153,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,1045751.634,26143.79085,51.0,48.03123983,100,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,64,64,13071.89542,13071.89542,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,433,1,1,60,112,60,60,60.0,0.0,112,112,112.0,0.0,397228.6374,4618.937644,433.0,0.0,433,433,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2309.468822,2309.468822,60,112,77.33333333,30.022214,901.3333333,0,0,0,0,0,0,0,0,1,116.0,60.0,112.0,32,0,0,0,0,0,0,1,60,1,112,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
0,119411713,198,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.658128797,606150.8274,1958653.177,15000000,0,119000000,606150.8274,1958653.177,15000000,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1.658128797,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,198,0,0,0,-1,-1,0,0,7941607.571,6486086.013,17000000,2,9117197.286,3178392.154,15000000,5406682,BENIGN
